26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	0
6	6	5	1	0
3	6	2	1	0
7	6	6	1	0
26	6	25	1	0
19	6	18	1	0
6	6	5	1	
